sample_id,id,parent_context,thread_title,sentence,human_has_quad,human_aspect,human_category_label,human_opinion,human_sentiment_label,human_quads_json
HV900_0340,o5kbnr7,"It's definitely not the version currently available on the web app. Today I tried a comparison between minimax 2.5 local, GLM 4.7/5 local, and Deepseek (V4?) web app: Deepseek bugged my web app, which was then fixed and improved by glm and minimax.",Cant tell if this is true or not,"They said it was a ""test"" version to check the 1M context window. And yes, it looks like a Flash or Lite version, a smaller version of what appears to be the full V4. I don't know, I think it would have been better if they had released that model with a codename on openRouter.",Yes,Multi,Multi,Multi,Neutral,"[{""aspect"":""DeepSeek V4 test version"",""opinion"":""check the 1M context window"",""category"":""TECHNICAL"",""sentiment"":""Neutral""},{""aspect"":""DeepSeek V4 Flash/Lite"",""opinion"":""smaller version of what appears to be the full V4"",""category"":""RESOURCES"",""sentiment"":""Neutral""}]"
HV900_0349,n47c96b,,Is there a way to use ollama with vscode copilot,"Maybe because of ollama, I m using llama.cpp devstral works like a charm. Remember ollama doesn't use an openai compatible api, may be it's that idk",Yes,Devstral,SOFTWARE,works like a charm,Positive,"[{""aspect"":""Devstral"",""opinion"":""works like a charm"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0839,nsv26ys,,Mbzuai ifm releases open 70b model beats qwen25,"I tried it, and honestly I didn’t get good results. In my kilo code tests, it couldn’t use tools properly, and when reasoning was set to high it overthought everything excessively; at medium reasoning it kept making mistakes. I used Q4K in llama.cpp, and there was a chat template mismatch. I probably fixed it, but even so, these issues might have been the cause, though it didn’t really matter to me, since it was already very slow.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""IFM 70B"",""opinion"":""didn't get good results"",""category"":""PERFORMANCE"",""sentiment"":""Negative""},{""aspect"":""IFM 70B"",""opinion"":""couldn't use tools properly"",""category"":""SOFTWARE"",""sentiment"":""Negative""},{""aspect"":""IFM 70B"",""opinion"":""overthought everything excessively"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""},{""aspect"":""IFM 70B"",""opinion"":""kept making mistakes"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""},{""aspect"":""IFM 70B"",""opinion"":""already very slow"",""category"":""PERFORMANCE"",""sentiment"":""Negative""}]"
HV900_0609,n5f4wnq,,Claude code full system prompt,"That System Prompt is massive: it uses 38,165 Tokens. This can potentially have a big impact on code quality, if your rules file with prompt add another 10,000 tokens and your code file context size goes beyond 50,000 tokens. Especially above 100k tokens of context Claude can become less and less reliable, the more the context window fills up. #",Yes,Claude,TECHNICAL,"less and less reliable, the more the context window fills up",Negative,"[{""aspect"":""Claude"",""opinion"":""less and less reliable, the more the context window fills up"",""category"":""TECHNICAL"",""sentiment"":""Negative""}]"
HV900_0325,n29hipa,,Musings on recent trends in closedsource and the,I think the answer is to use the closed source models like Gemini/GPT to implement the scaffolding that’s needed.,Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Gemini"",""opinion"":""implement the scaffolding that’s needed"",""category"":""SOFTWARE"",""sentiment"":""Positive""},{""aspect"":""GPT"",""opinion"":""implement the scaffolding that’s needed"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0862,n9jsr6j,,Deepseekv31base,"This one isn't instruction tuned so it's designed for fine tuning, not really usable on its own. We'll want to wait for them to release the IT version.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""DeepSeek V3.1 Base"",""opinion"":""designed for fine tuning"",""category"":""TECHNICAL"",""sentiment"":""Positive""},{""aspect"":""DeepSeek V3.1 Base"",""opinion"":""not really usable on its own"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0717,n09xeib,Well for me dots.llm1 and Mistral Large are the largest ones I can run on my hardware.,Progress stalled in nonreasoning opensource models,"Large is good, as was pixtral-large. I didn't try much serious work with them. If you swing those, you can likely do the 235b. I like it, but it's hard to trust it's answers because it hallucinates a lot. Didn't bother with dots due to how the root mean law paints it capability.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Mistral Large"",""opinion"":""good"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""Pixtral-Large"",""opinion"":""good"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""Qwen 235B"",""opinion"":""hard to trust its answers because it hallucinates a lot"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""}]"
HV900_0209,nnibyo0,,Worlds strongest agentic model is now open source,"After heavy thinking, Kimi K2 was the first \*open-weight\* model that solved my riddle. So yeah, it took much longer than GPT-5 took, but it did it in the end.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Kimi K2"",""opinion"":""solved my riddle"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""Kimi K2"",""opinion"":""took much longer than GPT-5"",""category"":""PERFORMANCE"",""sentiment"":""Negative""},{""aspect"":""GPT-5"",""opinion"":""took less time"",""category"":""PERFORMANCE"",""sentiment"":""Positive""}]"
HV900_0287,o7w6hl0,"Please, a model between 14 and 20b for us, poor 16Gb vram users.",are you ready for small Qwens?,"I mean, I have 16gm vram and get 72 tok/s with the Qwen3.5-35B-A3B 4Q_K_M, and all I did was follow some of the recent guides about tweaking the CPU layer offloading.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Qwen3.5-35B-A3B 4Q_K_M"",""opinion"":""get 72 tok/s"",""category"":""PERFORMANCE"",""sentiment"":""Positive""},{""aspect"":""Qwen3.5-35B-A3B 4Q_K_M"",""opinion"":""with 16gm vram"",""category"":""RESOURCES"",""sentiment"":""Positive""}]"
HV900_0300,o4r67ds,"zai-org_glm-4.7 Q3, first try > You should drive. > If you walk there, you will arrive at the car wash, but your car—which is what needs to be washed—will still be sitting in your driveway.",Kimi is so smart,"Possible. These are all vllm with whatever parameters in HF config.json, using official or nvidia nvfp4 quants - except lukealonso/Minimax. I haven't checked if the parameters differ from recommended llama settings like unsloth's. GLM 4.7 might just be that much better at reasoning even at Q3.",Yes,GLM 4.7,INTELLIGENCE,might just be that much better at reasoning even at Q3,Positive,"[{""aspect"":""GLM 4.7"",""opinion"":""might just be that much better at reasoning even at Q3"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""}]"
HV900_0204,naji1j4,,All of the top 15 os models on design arena come,"The fact you are saying that is kinda my point. On my private benchmark oss-120b went from a 70% to a 94%, going from a launch day llama.cpp to running it properly. Qwen 3 4B scores over 80%, so 70% means the model is really dumb. Replacing R1-0528-UD-Q3-K-XL (that is real r1 671B)",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""GPT-OSS-120B"",""opinion"":""went from a 70% to a 94%"",""category"":""PERFORMANCE"",""sentiment"":""Positive""},{""aspect"":""Qwen 3 4B"",""opinion"":""scores over 80%"",""category"":""PERFORMANCE"",""sentiment"":""Positive""}]"
HV900_0529,nn6nmx7,,New qwen models are unbearable,It’s highly model dependent. Sometimes the model’s attention mechanism breaks down at higher token counts and words like “don’t” and “never” get lost. Sometimes the model is just awful at instruction following.,Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""Qwen models"",""opinion"":""attention mechanism breaks down at higher token counts"",""category"":""TECHNICAL"",""sentiment"":""Negative""},{""aspect"":""Qwen models"",""opinion"":""awful at instruction following"",""category"":""BEHAVIOR"",""sentiment"":""Negative""}]"
HV900_0028,nizd0xp,,Kwaipilotkatdev72bexp seems to be a great coding,I have had a good experience with the 32b in iq4_xs on a 3090.,Yes,Kwaipilot/KAT-Dev 32B,SOFTWARE,good experience with the 32b,Positive,"[{""aspect"":""Kwaipilot/KAT-Dev 32B"",""opinion"":""good experience with the 32b"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0646,ni6z84f,"It takes 20-30 requests to just initialise agent.md or write a readme, though... And maybe another 20-30 if it gets stuck trying to find a documentation somewhere...",Is agentic programming on own hw actually feasible,"Yeah I would go through that within like a week lmao, cloud models are sooooo expensive if you are using the American providers, Chinese providers are actually financially feasible since it's like 10x cheaper. The usage prices are exorbitant, if I was paying for Gemini CLI or Qwen Code with how many edits they make I'd be sign spinning on the street and pan handling for cash.",Yes,Qwen Code,SOFTWARE,usage prices are exorbitant,Negative,"[{""aspect"":""Qwen Code"",""opinion"":""usage prices are exorbitant"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0198,nm45gdv,,Heres the best prompt you will ever need to test,"Actually, even gpt-oss-20b got it. Took 9700 tokens and got it in one shot, but it got it. It was pretty painful to watch because it got so close on its very first guess, but then spent 9,347 tokens making other guesses and double checking the correct one.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""GPT-OSS-20B"",""opinion"":""got it in one shot"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""GPT-OSS-20B"",""opinion"":""Took 9700 tokens"",""category"":""PERFORMANCE"",""sentiment"":""Negative""}]"
HV900_0414,ns0este,"> So something can't be right here. It's no mystery here. They addressed this plainly in the PR right at the top. ""Therefore, this implementation will be focused on CORRECTNESS ONLY. Speed tuning and support for more architectures will come in future PRs.""",Unslothqwen3next80ba3binstructgguf hugging face,"aaah ok that makes sense, i remember reading at one point in the PR that it was a CPU only implementation at first with some CUDA support. Thanks for clearing it up, much appreciated.",Yes,Qwen3-Next 80B,SOFTWARE,CPU only implementation at first with some CUDA support,Neutral,"[{""aspect"":""Qwen3-Next 80B"",""opinion"":""CPU only implementation at first with some CUDA support"",""category"":""SOFTWARE"",""sentiment"":""Neutral""}]"
HV900_0882,no3s640,,What is the best hardware under 10k to run local,"I have trued qwen3-coder-32b, and it is a lot worse at long term consistency and following structured plans than I'd like.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""Qwen3-Coder-32B"",""opinion"":""a lot worse at long term consistency"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""},{""aspect"":""Qwen3-Coder-32B"",""opinion"":""worse at following structured plans than I'd like"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""}]"
HV900_0219,nafqaur,">What exactly is the point of Grok 2 then? I hate posts and questions like this. Any open release of a major model is good for the community. It normalizes support for the open source effort and makes other companies look worse for not partaking. The absolute last thing we want is for big tech to think ""What exactly is the point of making any of our models open source""",There are at least 15 open source models i could,It's not open though. They just give you free shit. But there's nothing to learn from it. No improvement can be made. It's pontless now,Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""Grok 2"",""opinion"":""not open"",""category"":""BEHAVIOR"",""sentiment"":""Negative""},{""aspect"":""Grok 2"",""opinion"":""nothing to learn from it"",""category"":""INTELLIGENCE"",""sentiment"":""Negative""},{""aspect"":""Grok 2"",""opinion"":""No improvement can be made"",""category"":""BEHAVIOR"",""sentiment"":""Negative""}]"
HV900_0586,oa2j1im,,Got an intel 2020 macbook pro 16gb of ram what,"Bitnet falcon 10B parameter model if you just want to play around, or small Qwen 3.5 in llama.cpp on CPU only for background task like convert free text into structured JSON.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Bitnet Falcon 10B"",""opinion"":""if you just want to play around"",""category"":""RESOURCES"",""sentiment"":""Positive""},{""aspect"":""Qwen 3.5"",""opinion"":""for background task like convert free text into structured JSON"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0261,o5u47l5,,Qwen 35 goes bankrupt on vendingbench 2,"They can just cheat and score with existing tests. Nobody uses them in professional programming. What can 17b active parameters do? Every company now has at least 22T very good training data. You should let your model grow not just by cuting the parameters. Remember in our brain, the active parameters are 10T. Don't cheat yourself",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""Qwen 3.5"",""opinion"":""Nobody uses them in professional programming"",""category"":""SOFTWARE"",""sentiment"":""Negative""},{""aspect"":""Qwen 3.5"",""opinion"":""cuting the parameters"",""category"":""PERFORMANCE"",""sentiment"":""Negative""}]"
HV900_0117,nia32hi,I feel like there hasn't been any improvement to quantization. The acceptable minimum is still 4 bits and it's been like that since forever.,Will ddr6 be the answer to llm,pretty sure gpt-oss:120B was trained with MXFP4 quantization specifically so there wasn't any loss.,Yes,GPT-OSS-120B,TECHNICAL,trained with MXFP4 quantization specifically so there wasn't any loss,Positive,"[{""aspect"":""GPT-OSS-120B"",""opinion"":""trained with MXFP4 quantization specifically so there wasn't any loss"",""category"":""TECHNICAL"",""sentiment"":""Positive""}]"
HV900_0226,o4zuthz,,Staying updated on the lastest best models for,"The problem is that there just isn't a single model that works best. It depends on what you are doing. It also changes every week or two as newer models come out. The strongest may be where you put both GPU in a single box for the extra VRAM. For the 3090, GLM-4.7-flast is probably about the best at the moment.",Yes,GLM-4.7-Flash,COMPARATIVE,probably about the best at the moment,Positive,"[{""aspect"":""GLM-4.7-Flash"",""opinion"":""probably about the best at the moment"",""category"":""COMPARATIVE"",""sentiment"":""Positive""}]"
HV900_0351,o4zkllb,"Sure, get GLM-OCR, Deepseek-OCR-2 and Voxtral to run in llama.cpp. I'll send you $500. I'm sure a few more people will add to the bounty.",Open to code review or any tech related work,"cant. anything else? not wasting time, if u are saying what u are saying you understand its not worth 500 usd and need workarounds as either a. make wrapper to get them to work with cpp or b. make architecture arrangement only for multimodal to work. or clearly write problem statement and deliverable required?",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""GLM-OCR"",""opinion"":""need workarounds ... make wrapper to get them to work with cpp"",""category"":""SOFTWARE"",""sentiment"":""Negative""},{""aspect"":""DeepSeek-OCR-2"",""opinion"":""need workarounds ... make wrapper to get them to work with cpp"",""category"":""SOFTWARE"",""sentiment"":""Negative""},{""aspect"":""Voxtral"",""opinion"":""need workarounds ... make wrapper to get them to work with cpp"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0761,nln6i9z,,Experience with the new model minimax m2 and some,"Hi, I'm enginner of MiniMax. Building our Agent, API Platform and participating PostTrain. Really happy you like M2. Thank you for your valuable feedback. Our original intention to design this model is ""to make agent accessible to everyone"", that's why this model is size of 230B-A10B, providing great performace and cost-efficiency. We see the feedbacks from community, and working hard to build a M2.1 version, making M2 more helpful for you all.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""MiniMax M2"",""opinion"":""size of 230B-A10B"",""category"":""RESOURCES"",""sentiment"":""Neutral""},{""aspect"":""MiniMax M2"",""opinion"":""great performace and cost-efficiency"",""category"":""PERFORMANCE"",""sentiment"":""Positive""},{""aspect"":""MiniMax M2"",""opinion"":""make agent accessible to everyone"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0638,o9quivu,,Nvidia rtx pro a4000 with older hardware,"128gb ram + 24gb vram will work, but in your case I recommend GLM 4.6 over GLM 4.7, as in my experience 4.6 is less sensitive to aggressive quantization.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""GLM 4.6"",""opinion"":""less sensitive to aggressive quantization"",""category"":""TECHNICAL"",""sentiment"":""Positive""},{""aspect"":""GLM 4.7"",""opinion"":""more sensitive to aggressive quantization"",""category"":""TECHNICAL"",""sentiment"":""Negative""}]"
HV900_0057,o7vzvbt,Deepseek released Januspro which was an image-text-to-image-text model. Also Google's nano banana is also an image-text-to-image-text model.,"DeepSeek V4 will be released next week and will have image and video generation capabilities, according to the Financial Times","There have been some significant omni LLMs released for image generation Another 1T one (Ernie 5.0) which is not open source, can do video generation,",Yes,Ernie 5.0,INTELLIGENCE,can do video generation,Positive,"[{""aspect"":""Ernie 5.0"",""opinion"":""can do video generation"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""}]"
HV900_0334,o0siwfc,,You have 64gb ram and 16gb vram internet is,"For me those would be: Gemma 27b (abliterated if possible), Illustrious for Image generation, and Chatterbox for TTS",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Gemma 27B"",""opinion"":""would be"",""category"":""COMPARATIVE"",""sentiment"":""Positive""},{""aspect"":""Illustrious"",""opinion"":""for Image generation"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""Chatterbox"",""opinion"":""for TTS"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""}]"
HV900_0373,ntko86v,,My little decentralized locallama setup 216gb vram,That makes sense. A lot of my workflow use LLMs for extracting data from PDFs and with max studio 512 gigs of RAM. I could use Llama for Maverick and pretty accurate in extracting the data.,Yes,Llama Maverick,INTELLIGENCE,pretty accurate in extracting the data,Positive,"[{""aspect"":""Llama Maverick"",""opinion"":""pretty accurate in extracting the data"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""}]"
HV900_0286,mw09df2,,Realtime conversational ai running 100 locally,"But even in its current state, you should be able to have pretty long conversations: SmolLM2-1.7B has a context length of 8192 tokens.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""SmolLM2-1.7B"",""opinion"":""pretty long conversations"",""category"":""TECHNICAL"",""sentiment"":""Positive""},{""aspect"":""SmolLM2-1.7B"",""opinion"":""context length of 8192 tokens"",""category"":""TECHNICAL"",""sentiment"":""Positive""}]"
HV900_0151,nsr4x7b,,Im tired of claude limits whats the best,">any of you recommend running my own local llm? > I currently have a GTX 1650 SUPER and 16GB RAM > Then no, don't, especially if you expect Claude quality. To be fair, paying more than $20 and expecting the world is a bit naive, if this is something you really need than going for the $100 plan should not be a problem.",Yes,Claude,COMPARATIVE,Claude quality,Positive,"[{""aspect"":""Claude"",""opinion"":""Claude quality"",""category"":""COMPARATIVE"",""sentiment"":""Positive""}]"
HV900_0150,nhdr7bx,,Its been a long time since google released a new,If they only focus on large models (100B>) that would be my nightmare. The Gemma would no longer be interesting to me.,Yes,Gemma,RESOURCES,no longer be interesting to me,Negative,"[{""aspect"":""Gemma"",""opinion"":""no longer be interesting to me"",""category"":""RESOURCES"",""sentiment"":""Negative""}]"
HV900_0309,n3ekpjj,"Bro, read the deepseek R1 paper, they used the GRPO algorithm for RLVR that they first introduced in their deepseek maths 7b paper. They didn't distill o1, not least because you can't access o1 reasoning traces. Now if v3 had chatGPT data in the SFT and pretraining stage, yeah, absolutely it did. But R1 was impressive precisely because it was not a distill.",Least sycophantic ai yet kimi k2,"Theres r1 and r1 zero. R1 did have reasoning traces in their sft. While o1 thinking was hidden, im sure there ways to leak them. The sendond iteration was more gemini inspired because they still showed their traces. Not anymore haha Kimi doesnt do hidden thinking but uses CoT to use more tokens for better results. It seems it uses just 30% less tokens than sonnet 4 thinking",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""DeepSeek R1"",""opinion"":""was impressive"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""Kimi"",""opinion"":""uses CoT to use more tokens for better results"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""},{""aspect"":""Kimi"",""opinion"":""uses just 30% less tokens than sonnet 4 thinking"",""category"":""PERFORMANCE"",""sentiment"":""Positive""}]"
HV900_0336,n5qyxbn,,Claude code full system prompt,"> You are allowed to be proactive, but only when the user asks you to do something Poor Claude must be losing its mind...",Yes,Claude,BEHAVIOR,Poor Claude must be losing its mind,Negative,"[{""aspect"":""Claude"",""opinion"":""Poor Claude must be losing its mind"",""category"":""BEHAVIOR"",""sentiment"":""Negative""}]"
HV900_0615,n3vlaiw,,Drummers cydonia 24b v4 a creative finetune of,">Or are MoE models generally hard to finetune, and this is the reason we don't see many finetunes of them? Semi plug, [this guy's]( been doing some interesting stuff with Qwen 30b. I haven't had time to really give them a proper test, but just from a quick look it's seemed a 'lot' stronger to me than any of the other attempts at fine tuning 30b that I've seen.",Yes,Qwen 30B,COMPARATIVE,a lot stronger to me than any of the other attempts at fine tuning 30b,Positive,"[{""aspect"":""Qwen 30B"",""opinion"":""a lot stronger to me than any of the other attempts at fine tuning 30b"",""category"":""COMPARATIVE"",""sentiment"":""Positive""}]"
HV900_0656,n0qq015,,New to the scene yesterday got 4 ts on r1 671b q4,"Not sure it’s that unrealistic. I have a Threadripper 5965, 256GB RAM and 5x3090s and I get 8 t/s in llama.cpp. I’m wondering if Ollama updated and broke something for this user’s setup. A few weeks back I updated llama.cpp and my speed dropped to 1.3 t/s. Updated again recently and it was back to normal.",Yes,R1 671B Q4,PERFORMANCE,get 8 t/s in llama.cpp,Neutral,"[{""aspect"":""R1 671B Q4"",""opinion"":""get 8 t/s in llama.cpp"",""category"":""PERFORMANCE"",""sentiment"":""Neutral""}]"
HV900_0281,o77kfhx,,Qwenqwen3535ba3b hugging face,"I was frequently running 30B MoE on 40gb VRAM setup just because it's KV cache is more efficient, and it allows processing of multiple 30k-long sequences in parallel - which is a game changer for agentic workflows.",Yes,Multi,Multi,Multi,Positive,"[{""aspect"":""Qwen 30B MoE"",""opinion"":""KV cache is more efficient"",""category"":""TECHNICAL"",""sentiment"":""Positive""},{""aspect"":""Qwen 30B MoE"",""opinion"":""allows processing of multiple 30k-long sequences in parallel"",""category"":""TECHNICAL"",""sentiment"":""Positive""}]"
HV900_0874,ngulqo1,,Advices to run llm on my pc with an rtx 5080,U can download precompiled binaries of llama.cpp on [ . [Magistral-Small]( would for example be a good model to run.,Yes,Magistral-Small,RESOURCES,would for example be a good model to run,Positive,"[{""aspect"":""Magistral-Small"",""opinion"":""would for example be a good model to run"",""category"":""RESOURCES"",""sentiment"":""Positive""}]"
HV900_0013,n0oxb3n,,With the openai employees that meta hired do you,I predict the next llama will be the best in multi-modal because of that which I think is still pretty big influence.,Yes,Llama,INTELLIGENCE,best in multi-modal,Positive,"[{""aspect"":""Llama"",""opinion"":""best in multi-modal"",""category"":""INTELLIGENCE"",""sentiment"":""Positive""}]"
HV900_0066,o4izjo3,,New stealth model aurora alpha free on openrouter,"Cerebras claims 3000 tokens/s for GPT-OSS-120b on their website (and they seem to be talking about per user), but another commenter said Aurora Alpha only does 277.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""GPT-OSS-120B"",""opinion"":""3000 tokens/s"",""category"":""PERFORMANCE"",""sentiment"":""Positive""},{""aspect"":""Aurora Alpha"",""opinion"":""only does 277"",""category"":""COMPARATIVE"",""sentiment"":""Negative""}]"
HV900_0785,novkgdc,,Sorry for the dumb question but why are there,"I tried the “quantize, Deep Seek R1 distill llama playbook, but it didn’t work well, zero GPU load, all CPU, estimated time to completion 5.5hours.. killed it.",Yes,Multi,Multi,Multi,Negative,"[{""aspect"":""DeepSeek R1 Distill Llama"",""opinion"":""didn’t work well"",""category"":""SOFTWARE"",""sentiment"":""Negative""},{""aspect"":""DeepSeek R1 Distill Llama"",""opinion"":""zero GPU load, all CPU"",""category"":""RESOURCES"",""sentiment"":""Negative""}]"
HV900_0205,n797h5y,,Qwen34bthinking2507 released,"Maybe it's better, but then you'd have to pick a different model for different prompts. That won't really work for general LLMs that sometimes get requests that benefit from thinking, and sometimes don't, like Gemini, Claude, etc.",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Qwen3-4B-Thinking-2507"",""opinion"":""pick a different model for different prompts"",""category"":""BEHAVIOR"",""sentiment"":""Negative""},{""aspect"":""Gemini"",""opinion"":""sometimes get requests that benefit from thinking, and sometimes don't"",""category"":""INTELLIGENCE"",""sentiment"":""Neutral""},{""aspect"":""Claude"",""opinion"":""sometimes get requests that benefit from thinking, and sometimes don't"",""category"":""INTELLIGENCE"",""sentiment"":""Neutral""}]"
HV900_0427,o9434y8,"If Sonnet 4.5 beat Opus 4.6, there may be some weird things going on with this benchmark in general. That said -- I'm using Qwen3-Coder-Next and am quite taken with it, together with Devstral Small 2. I wasn't expecting my 16GB GPU to be writing (and running, and testing!) code faster than me, but truly the future is a strange and wonderful place.",Qwen3codernext is the top model in swerebench,"The number of problems is relatively small (48) in the default selected latest problem dataset so the error bars would be relatively high. So it can be a matter of a particular model being good at a particular problem and another one failing at it. It would be good for them to add error bars. I can also confirm Devstral 2 is good, it passes my vibe check too.",Yes,Devstral 2,SOFTWARE,"is good, it passes my vibe check too",Positive,"[{""aspect"":""Devstral 2"",""opinion"":""is good, it passes my vibe check too"",""category"":""SOFTWARE"",""sentiment"":""Positive""}]"
HV900_0016,nrvwjiu,"Tested on amd W7900 48gb, 130k context, filled with book text ~50k, get ~20 t/s. Almost not drop performance with context fill. Where is no optimisation in first implementation, correctness only.",Lm studio beta supports qwen3 80b next,">Therefore, this implementation will be focused on CORRECTNESS ONLY. Speed tuning and support for more architectures will come in future PRs.",Yes,Qwen3 80B Next,SOFTWARE,correctness only ... support for more architectures will come in future PRs,Neutral,"[{""aspect"":""Qwen3 80B Next"",""opinion"":""correctness only ... support for more architectures will come in future PRs"",""category"":""SOFTWARE"",""sentiment"":""Neutral""}]"
HV900_0573,o7u8uom,,"A monthly update to my ""Where are open-weight models in the SOTA discussion?"" rankings",Another thing I really appreciate about mistral is that their models are ideal for training.,Yes,Mistral models,TECHNICAL,ideal for training,Positive,"[{""aspect"":""Mistral models"",""opinion"":""ideal for training"",""category"":""TECHNICAL"",""sentiment"":""Positive""}]"
HV900_0676,n7apbn7,,No copyright censorship with gptoss120b if you,"that's the whole point, the model explained why it doesn't want to ""cooperate"" and deepseek is not censored at all. so in my opinion, everything is fine with deepseek",Yes,DeepSeek,BEHAVIOR,not censored at all,Positive,"[{""aspect"":""DeepSeek"",""opinion"":""not censored at all"",""category"":""BEHAVIOR"",""sentiment"":""Positive""}]"
HV900_0514,ntfb0ml,"I've tried 20b version - it had broken chat template in i1-q4-km(uses im_start instead of gpt oss original format, which is kept in derestricted non gguf version). I don't know what else was broken, but even giving original format it still outputted lots of ... and other garbage.",Mistral ai drops 3x as many llms in a single week,Weird. I didn't get any drama from my tests on derestricted 120 but maybe I missed something. The Heretic maintainer confirmed they're working on adding the newer better algo to their code as an option. Hopefully if they do then the community can start shoving out new GGUFs with a head of steam.,Yes,GPT-OSS-120B derestricted,BEHAVIOR,didn't get any drama,Positive,"[{""aspect"":""GPT-OSS-120B derestricted"",""opinion"":""didn't get any drama"",""category"":""BEHAVIOR"",""sentiment"":""Positive""}]"
HV900_0372,o0mlecx,"Ha, you're welcome. You also have Qwen3 25B REAP which is a pruned Qwen3 Coder 30B. Might be a bit more forgiving if you like Qwen works",My gpu poor comrades glm 47 flash is your local,"Hadn’t head of that one. Just about as good and memory consuming as the GPT-OSS model, i take it? Either way I’m downloading that asap. Thanks for the rec!",Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Qwen3 25B REAP"",""opinion"":""just about as good as the GPT-OSS model"",""category"":""COMPARATIVE"",""sentiment"":""Positive""},{""aspect"":""Qwen3 25B REAP"",""opinion"":""memory consuming as the GPT-OSS model"",""category"":""RESOURCES"",""sentiment"":""Neutral""}]"
HV900_0507,nf5tqm2,,Qwen3next experience so far,I bought a 5090 to play around with LLMs and found that nothing really fits lol,Yes,Qwen3 Next,RESOURCES,nothing really fits,Negative,"[{""aspect"":""Qwen3 Next"",""opinion"":""nothing really fits"",""category"":""RESOURCES"",""sentiment"":""Negative""}]"
HV900_0705,mzqkh9j,,Jannano128k a 4b model with a superlong context,Have you tried Roo Code or Cline? I use Devstral hosted locally. I have had Devstral answer these kinda of questions in a repo with hundreds of source files. I have had other times it doesn't.,Yes,Multi,Multi,Multi,Multi,"[{""aspect"":""Devstral"",""opinion"":""answer these kind of questions in a repo with hundreds of source files"",""category"":""SOFTWARE"",""sentiment"":""Positive""},{""aspect"":""Devstral"",""opinion"":""other times it doesn't"",""category"":""SOFTWARE"",""sentiment"":""Negative""}]"
HV900_0578,o9xgo7k,,Qwen359b quantization comparison,This tracks with my experience. I just replaced all UD quants for Qwen 3.5 series with Bartowski's quants just today. Bartowski's quants just feel more stable.,Yes,Qwen 3.5 series,TECHNICAL,Bartowski's quants just feel more stable,Positive,"[{""aspect"":""Qwen 3.5 series"",""opinion"":""Bartowski's quants just feel more stable"",""category"":""TECHNICAL"",""sentiment"":""Positive""}]"
