row_id,ai_tools,aspect,sentiment,review_text,argument,tokens_json,bio_tags_json,matched_terms_json,span_count,tag_status
615,Microsoft Copilot,UI (User Interface),Negative,"Never use this to code or get accurate info
i would like to say i love it, as its there, it doesn't say i'm stopping like gpt does,it can do pictures sort of, if you don't mind them really yellow and dark with no direction control. But when it comes to getting real info... Oh boy.

I wanted it to give me a police blotter from something I saw last month in my area, it couldn't find it so instead it made up a story and couldn't tell me where it got the info. Just stumbled in an apology without telling me why it lied.

I tried this to install xformers, and not only could it not do that after having me install python over and over at 2-3gb each time. But then it said, how would you like to compile it yourself? It will take an hour.

Close to 80 hours in, i'm still no further, because every time it told me to correct code, it gave me the wrong code then blamed me for the mistake it made, and this repeated to the point of me giving up. Because even if it went through, it had me bypassing things to get it done, who knows how the file would have turned out.

Also the 10,000 character limit, really makes it hard to get it to write things or show it a traceback etc.

So now i'll have to use grok or something, this is good for certain things, but in depth investigating where it gives me a lot of info and not a brief summary. Or if I want to feel really good about myself because there is no way to turn off the pleasantries for good.","Also the 10,000 character limit, really makes it hard to get it to write things or show it a traceback etc","[""Never"", ""use"", ""this"", ""to"", ""code"", ""or"", ""get"", ""accurate"", ""info"", ""i"", ""would"", ""like"", ""to"", ""say"", ""i"", ""love"", ""it"", "","", ""as"", ""its"", ""there"", "","", ""it"", ""doesn't"", ""say"", ""i'm"", ""stopping"", ""like"", ""gpt"", ""does"", "","", ""it"", ""can"", ""do"", ""pictures"", ""sort"", ""of"", "","", ""if"", ""you"", ""don't"", ""mind"", ""them"", ""really"", ""yellow"", ""and"", ""dark"", ""with"", ""no"", ""direction"", ""control"", ""."", ""But"", ""when"", ""it"", ""comes"", ""to"", ""getting"", ""real"", ""info"", ""."", ""."", ""."", ""Oh"", ""boy"", ""."", ""I"", ""wanted"", ""it"", ""to"", ""give"", ""me"", ""a"", ""police"", ""blotter"", ""from"", ""something"", ""I"", ""saw"", ""last"", ""month"", ""in"", ""my"", ""area"", "","", ""it"", ""couldn't"", ""find"", ""it"", ""so"", ""instead"", ""it"", ""made"", ""up"", ""a"", ""story"", ""and"", ""couldn't"", ""tell"", ""me"", ""where"", ""it"", ""got"", ""the"", ""info"", ""."", ""Just"", ""stumbled"", ""in"", ""an"", ""apology"", ""without"", ""telling"", ""me"", ""why"", ""it"", ""lied"", ""."", ""I"", ""tried"", ""this"", ""to"", ""install"", ""xformers"", "","", ""and"", ""not"", ""only"", ""could"", ""it"", ""not"", ""do"", ""that"", ""after"", ""having"", ""me"", ""install"", ""python"", ""over"", ""and"", ""over"", ""at"", ""2-3gb"", ""each"", ""time"", ""."", ""But"", ""then"", ""it"", ""said"", "","", ""how"", ""would"", ""you"", ""like"", ""to"", ""compile"", ""it"", ""yourself"", ""?"", ""It"", ""will"", ""take"", ""an"", ""hour"", ""."", ""Close"", ""to"", ""80"", ""hours"", ""in"", "","", ""i'm"", ""still"", ""no"", ""further"", "","", ""because"", ""every"", ""time"", ""it"", ""told"", ""me"", ""to"", ""correct"", ""code"", "","", ""it"", ""gave"", ""me"", ""the"", ""wrong"", ""code"", ""then"", ""blamed"", ""me"", ""for"", ""the"", ""mistake"", ""it"", ""made"", "","", ""and"", ""this"", ""repeated"", ""to"", ""the"", ""point"", ""of"", ""me"", ""giving"", ""up"", ""."", ""Because"", ""even"", ""if"", ""it"", ""went"", ""through"", "","", ""it"", ""had"", ""me"", ""bypassing"", ""things"", ""to"", ""get"", ""it"", ""done"", "","", ""who"", ""knows"", ""how"", ""the"", ""file"", ""would"", ""have"", ""turned"", ""out"", ""."", ""Also"", ""the"", ""10"", "","", ""000"", ""character"", ""limit"", "","", ""really"", ""makes"", ""it"", ""hard"", ""to"", ""get"", ""it"", ""to"", ""write"", ""things"", ""or"", ""show"", ""it"", ""a"", ""traceback"", ""etc"", ""."", ""So"", ""now"", ""i'll"", ""have"", ""to"", ""use"", ""grok"", ""or"", ""something"", "","", ""this"", ""is"", ""good"", ""for"", ""certain"", ""things"", "","", ""but"", ""in"", ""depth"", ""investigating"", ""where"", ""it"", ""gives"", ""me"", ""a"", ""lot"", ""of"", ""info"", ""and"", ""not"", ""a"", ""brief"", ""summary"", ""."", ""Or"", ""if"", ""I"", ""want"", ""to"", ""feel"", ""really"", ""good"", ""about"", ""myself"", ""because"", ""there"", ""is"", ""no"", ""way"", ""to"", ""turn"", ""off"", ""the"", ""pleasantries"", ""for"", ""good"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
616,Grok,Update,Positive,"Good (text) assistant without the bells and whistles. The image editor is not on par with the competition. The ""imagine"" feature is very neat and gives stunning results... most of the time but I hope it will be improved, also can't wait the ""extend"" feature for videos.","The ""imagine"" feature is very neat and gives stunning results...","[""Good"", ""("", ""text"", "")"", ""assistant"", ""without"", ""the"", ""bells"", ""and"", ""whistles"", ""."", ""The"", ""image"", ""editor"", ""is"", ""not"", ""on"", ""par"", ""with"", ""the"", ""competition"", ""."", ""The"", ""\"""", ""imagine"", ""\"""", ""feature"", ""is"", ""very"", ""neat"", ""and"", ""gives"", ""stunning"", ""results"", ""."", ""."", ""."", ""most"", ""of"", ""the"", ""time"", ""but"", ""I"", ""hope"", ""it"", ""will"", ""be"", ""improved"", "","", ""also"", ""can't"", ""wait"", ""the"", ""\"""", ""extend"", ""\"""", ""feature"", ""for"", ""videos"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
617,Microsoft Copilot,Emotional Intelligence,Negative,"Photo edits - a bad bad joke, without the laughs.
Asked Copilot to simply clean up and try and restore a very old photo, one that has very special significance to me.
The results were horrendous, nothing like the long winded spiel from Copilot promised about “Cherished memories, treated with care and respect, the face is the heart of the photo… blah, blah, retch inducing blah…”
Faces completely changed, colours maxed out… awful finished piece of trash, a generally insulting and frustrating experience.
A time wasting exercise, the App regarding photo editing is not fit for purpose, should be withdrawn and start from scratch to create something decent.","The results were horrendous, nothing like the long winded spiel from Copilot promised about “Cherished memories, treated with care and respect, the face is the heart of the photo… blah, blah, retch inducing blah…","[""Photo"", ""edits"", ""-"", ""a"", ""bad"", ""bad"", ""joke"", "","", ""without"", ""the"", ""laughs"", ""."", ""Asked"", ""Copilot"", ""to"", ""simply"", ""clean"", ""up"", ""and"", ""try"", ""and"", ""restore"", ""a"", ""very"", ""old"", ""photo"", "","", ""one"", ""that"", ""has"", ""very"", ""special"", ""significance"", ""to"", ""me"", ""."", ""The"", ""results"", ""were"", ""horrendous"", "","", ""nothing"", ""like"", ""the"", ""long"", ""winded"", ""spiel"", ""from"", ""Copilot"", ""promised"", ""about"", ""“"", ""Cherished"", ""memories"", "","", ""treated"", ""with"", ""care"", ""and"", ""respect"", "","", ""the"", ""face"", ""is"", ""the"", ""heart"", ""of"", ""the"", ""photo"", ""…"", ""blah"", "","", ""blah"", "","", ""retch"", ""inducing"", ""blah"", ""…"", ""”"", ""Faces"", ""completely"", ""changed"", "","", ""colours"", ""maxed"", ""out"", ""…"", ""awful"", ""finished"", ""piece"", ""of"", ""trash"", "","", ""a"", ""generally"", ""insulting"", ""and"", ""frustrating"", ""experience"", ""."", ""A"", ""time"", ""wasting"", ""exercise"", "","", ""the"", ""App"", ""regarding"", ""photo"", ""editing"", ""is"", ""not"", ""fit"", ""for"", ""purpose"", "","", ""should"", ""be"", ""withdrawn"", ""and"", ""start"", ""from"", ""scratch"", ""to"", ""create"", ""something"", ""decent"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""frustrating""]",1,matched
618,Microsoft Copilot,Time,Negative,"Photo edits - a bad bad joke, without the laughs.
Asked Copilot to simply clean up and try and restore a very old photo, one that has very special significance to me.
The results were horrendous, nothing like the long winded spiel from Copilot promised about “Cherished memories, treated with care and respect, the face is the heart of the photo… blah, blah, retch inducing blah…”
Faces completely changed, colours maxed out… awful finished piece of trash, a generally insulting and frustrating experience.
A time wasting exercise, the App regarding photo editing is not fit for purpose, should be withdrawn and start from scratch to create something decent.",A time wasting exercise,"[""Photo"", ""edits"", ""-"", ""a"", ""bad"", ""bad"", ""joke"", "","", ""without"", ""the"", ""laughs"", ""."", ""Asked"", ""Copilot"", ""to"", ""simply"", ""clean"", ""up"", ""and"", ""try"", ""and"", ""restore"", ""a"", ""very"", ""old"", ""photo"", "","", ""one"", ""that"", ""has"", ""very"", ""special"", ""significance"", ""to"", ""me"", ""."", ""The"", ""results"", ""were"", ""horrendous"", "","", ""nothing"", ""like"", ""the"", ""long"", ""winded"", ""spiel"", ""from"", ""Copilot"", ""promised"", ""about"", ""“"", ""Cherished"", ""memories"", "","", ""treated"", ""with"", ""care"", ""and"", ""respect"", "","", ""the"", ""face"", ""is"", ""the"", ""heart"", ""of"", ""the"", ""photo"", ""…"", ""blah"", "","", ""blah"", "","", ""retch"", ""inducing"", ""blah"", ""…"", ""”"", ""Faces"", ""completely"", ""changed"", "","", ""colours"", ""maxed"", ""out"", ""…"", ""awful"", ""finished"", ""piece"", ""of"", ""trash"", "","", ""a"", ""generally"", ""insulting"", ""and"", ""frustrating"", ""experience"", ""."", ""A"", ""time"", ""wasting"", ""exercise"", "","", ""the"", ""App"", ""regarding"", ""photo"", ""editing"", ""is"", ""not"", ""fit"", ""for"", ""purpose"", "","", ""should"", ""be"", ""withdrawn"", ""and"", ""start"", ""from"", ""scratch"", ""to"", ""create"", ""something"", ""decent"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""long"", ""time""]",2,matched
619,Grok,Emotional Intelligence,Positive,"It was absolutely perfect! Grok even has sense of humor, which is amazing. However, after last release, it's crashing or closing automatically about a minute after opening on my Android. I'm very disappointed... Please fix it","Grok even has sense of humor, which is amazing","[""It"", ""was"", ""absolutely"", ""perfect"", ""!"", ""Grok"", ""even"", ""has"", ""sense"", ""of"", ""humor"", "","", ""which"", ""is"", ""amazing"", ""."", ""However"", "","", ""after"", ""last"", ""release"", "","", ""it's"", ""crashing"", ""or"", ""closing"", ""automatically"", ""about"", ""a"", ""minute"", ""after"", ""opening"", ""on"", ""my"", ""Android"", ""."", ""I'm"", ""very"", ""disappointed"", ""."", ""."", ""."", ""Please"", ""fix"", ""it""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
620,Grok,Update,Negative,"It was absolutely perfect! Grok even has sense of humor, which is amazing. However, after last release, it's crashing or closing automatically about a minute after opening on my Android. I'm very disappointed... Please fix it","after last release, it's crashing or closing automatically about a minute after opening on my Android","[""It"", ""was"", ""absolutely"", ""perfect"", ""!"", ""Grok"", ""even"", ""has"", ""sense"", ""of"", ""humor"", "","", ""which"", ""is"", ""amazing"", ""."", ""However"", "","", ""after"", ""last"", ""release"", "","", ""it's"", ""crashing"", ""or"", ""closing"", ""automatically"", ""about"", ""a"", ""minute"", ""after"", ""opening"", ""on"", ""my"", ""Android"", ""."", ""I'm"", ""very"", ""disappointed"", ""."", ""."", ""."", ""Please"", ""fix"", ""it""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-ASP"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]","[""release""]",1,matched
621,Microsoft Copilot,Update,Negative,"Photo edits - a bad bad joke, without the laughs.
Asked Copilot to simply clean up and try and restore a very old photo, one that has very special significance to me.
The results were horrendous, nothing like the long winded spiel from Copilot promised about “Cherished memories, treated with care and respect, the face is the heart of the photo… blah, blah, retch inducing blah…”
Faces completely changed, colours maxed out… awful finished piece of trash, a generally insulting and frustrating experience.
A time wasting exercise, the App regarding photo editing is not fit for purpose, should be withdrawn and start from scratch to create something decent.","the App regarding photo editing is not fit for purpose, should be withdrawn and start from scratch to create something decent.","[""Photo"", ""edits"", ""-"", ""a"", ""bad"", ""bad"", ""joke"", "","", ""without"", ""the"", ""laughs"", ""."", ""Asked"", ""Copilot"", ""to"", ""simply"", ""clean"", ""up"", ""and"", ""try"", ""and"", ""restore"", ""a"", ""very"", ""old"", ""photo"", "","", ""one"", ""that"", ""has"", ""very"", ""special"", ""significance"", ""to"", ""me"", ""."", ""The"", ""results"", ""were"", ""horrendous"", "","", ""nothing"", ""like"", ""the"", ""long"", ""winded"", ""spiel"", ""from"", ""Copilot"", ""promised"", ""about"", ""“"", ""Cherished"", ""memories"", "","", ""treated"", ""with"", ""care"", ""and"", ""respect"", "","", ""the"", ""face"", ""is"", ""the"", ""heart"", ""of"", ""the"", ""photo"", ""…"", ""blah"", "","", ""blah"", "","", ""retch"", ""inducing"", ""blah"", ""…"", ""”"", ""Faces"", ""completely"", ""changed"", "","", ""colours"", ""maxed"", ""out"", ""…"", ""awful"", ""finished"", ""piece"", ""of"", ""trash"", "","", ""a"", ""generally"", ""insulting"", ""and"", ""frustrating"", ""experience"", ""."", ""A"", ""time"", ""wasting"", ""exercise"", "","", ""the"", ""App"", ""regarding"", ""photo"", ""editing"", ""is"", ""not"", ""fit"", ""for"", ""purpose"", "","", ""should"", ""be"", ""withdrawn"", ""and"", ""start"", ""from"", ""scratch"", ""to"", ""create"", ""something"", ""decent"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
622,Grok,Update,Neutral,"This app is sooo amazing! I have been looking for ai video apps but the ones I had were bad. Grok is so good and high quality! 10% of distortions, No limits, No watermark! Although I wish we could make videos is a ratio we want because I really wanted to make a video in 16:9 ratio.",This app is sooo amazing! I have been looking for ai video apps but the ones I had were bad. Grok is so good and high quality!,"[""This"", ""app"", ""is"", ""sooo"", ""amazing"", ""!"", ""I"", ""have"", ""been"", ""looking"", ""for"", ""ai"", ""video"", ""apps"", ""but"", ""the"", ""ones"", ""I"", ""had"", ""were"", ""bad"", ""."", ""Grok"", ""is"", ""so"", ""good"", ""and"", ""high"", ""quality"", ""!"", ""10"", ""%"", ""of"", ""distortions"", "","", ""No"", ""limits"", "","", ""No"", ""watermark"", ""!"", ""Although"", ""I"", ""wish"", ""we"", ""could"", ""make"", ""videos"", ""is"", ""a"", ""ratio"", ""we"", ""want"", ""because"", ""I"", ""really"", ""wanted"", ""to"", ""make"", ""a"", ""video"", ""in"", ""16"", "":"", ""9"", ""ratio"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
623,Grok,Update,Neutral,The app works wonderfully I'm really surprised you can do a lot of things for free there are several things I would like to have though like editing your videos with AI or The AI videos to be a little more improved overall it's a really great app and I do like there's less censorship since other apps have a lot of censorship so that's a bonus,The app works wonderfully I'm really surprised you can do a lot of things for free there are several things,"[""The"", ""app"", ""works"", ""wonderfully"", ""I'm"", ""really"", ""surprised"", ""you"", ""can"", ""do"", ""a"", ""lot"", ""of"", ""things"", ""for"", ""free"", ""there"", ""are"", ""several"", ""things"", ""I"", ""would"", ""like"", ""to"", ""have"", ""though"", ""like"", ""editing"", ""your"", ""videos"", ""with"", ""AI"", ""or"", ""The"", ""AI"", ""videos"", ""to"", ""be"", ""a"", ""little"", ""more"", ""improved"", ""overall"", ""it's"", ""a"", ""really"", ""great"", ""app"", ""and"", ""I"", ""do"", ""like"", ""there's"", ""less"", ""censorship"", ""since"", ""other"", ""apps"", ""have"", ""a"", ""lot"", ""of"", ""censorship"", ""so"", ""that's"", ""a"", ""bonus""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
624,Microsoft Copilot,Emotional Intelligence,Negative,"Redirected
Straight Up STUPID
I asked to fill in pages 33, 34 and it skipped an exercise so I said why did you skip the exercise and instead of listening and actually making it, Copilot thought: 'yeah, you know what I'll just skip page 33 and start talking about page 44', which I didn't even send a picture of so he couldn't even know what I was talking about.","instead of listening and actually making it, Copilot thought: 'yeah, you know what I'll just skip page 33 and start talking about page 44","[""Redirected"", ""Straight"", ""Up"", ""STUPID"", ""I"", ""asked"", ""to"", ""fill"", ""in"", ""pages"", ""33"", "","", ""34"", ""and"", ""it"", ""skipped"", ""an"", ""exercise"", ""so"", ""I"", ""said"", ""why"", ""did"", ""you"", ""skip"", ""the"", ""exercise"", ""and"", ""instead"", ""of"", ""listening"", ""and"", ""actually"", ""making"", ""it"", "","", ""Copilot"", ""thought"", "":"", ""'"", ""yeah"", "","", ""you"", ""know"", ""what"", ""I'll"", ""just"", ""skip"", ""page"", ""33"", ""and"", ""start"", ""talking"", ""about"", ""page"", ""44"", ""'"", "","", ""which"", ""I"", ""didn't"", ""even"", ""send"", ""a"", ""picture"", ""of"", ""so"", ""he"", ""couldn't"", ""even"", ""know"", ""what"", ""I"", ""was"", ""talking"", ""about"", "".""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O""]",[],0,no_match
